Numer identyfikacyjny gracza,Imię gracza,Nazwisko gracza,Płeć,Data urodzenia,Data dołączenia,Miasto zamieszkania,Status członkostwa
5010,Adam,Maksym,M,1953-12-22,2022-01-30 07:23:31,Bytom,Standard
5011,Karina,Brejnak,K,1961-10-04,2023-06-24 20:20:12,Tomaszów Mazowiecki,Standard
5012,Wojciech,Kojder,M,2003-10-07,2022-06-07 13:54:22,Jaworzno,Silver
5013,Liwia,Sołek,K,1961-01-15,2023-12-13 02:53:16,Puławy,Standard
5014,Kalina,Rzeźniczek,K,1948-03-30,2023-11-09 05:08:35,Goleniów,Silver
5015,Krzysztof,Berek,M,1983-09-28,2023-08-02 04:47:47,Sanok,Standard
5016,Ryszard,Linkiewicz,M,2007-06-28,2023-07-13 18:26:56,Skarżysko-Kamienna,Standard
5017,Krystyna,Huber,K,1986-04-09,2022-10-28 12:39:11,Oława,Silver
5018,Dominik,Majczyna,M,1949-01-03,2023-05-07 18:56:41,Żagań,Silver
5019,Karina,Lorens,K,1962-09-05,2023-11-10 19:53:35,Chorzów,Gold
5020,Monika,Domowicz,K,1998-01-26,2022-12-02 07:41:04,Ciechanów,Silver
5021,Stanisław,Michniak,M,2000-12-29,2022-11-01 03:28:13,Mysłowice,Silver
5022,Fabian,Korpal,M,1962-09-12,2022-01-09 22:50:12,Sopot,Standard
5023,Kornel,Łyskawa,M,2003-03-20,2023-07-10 16:31:56,Oława,Standard
5024,Tomasz,Składanek,M,1957-01-15,2022-03-29 01:15:03,Tarnowskie Góry,Standard
5025,Blanka,Mazik,K,1962-10-02,2022-04-04 09:49:15,Ostróda,VIP
5026,Igor,Giec,M,2006-09-27,2022-10-12 15:14:17,Knurów,Silver
5027,Sandra,Kuban,K,1957-04-08,2023-01-03 01:48:36,Myszków,Standard
5028,Cyprian,Nitkiewicz,M,1963-07-20,2022-09-25 09:18:35,Świdnik,Silver
5029,Eliza,Łukasz,K,1948-04-08,2023-02-25 10:35:59,Wołomin,Standard
5030,Michał,Kossak,M,1956-06-26,2023-04-09 12:23:27,Zambrów,Silver
5031,Inga,Bok,K,1952-06-11,2022-10-30 13:14:25,Tychy,Standard
5032,Ida,Bruzda,K,1998-10-23,2023-10-31 21:37:04,Bytom,Silver
5033,Dagmara,Pytlarz,K,1975-09-25,2022-05-28 04:51:39,Stargard Szczeciński,Standard
5034,Malwina,Dorynek,K,2000-04-10,2022-04-13 15:49:48,Biała Podlaska,Silver
5035,Melania,Kułach,K,1957-02-14,2023-03-26 06:44:06,Goleniów,VIP
5036,Malwina,Frankowicz,K,1971-03-05,2022-07-28 23:28:08,Krotoszyn,Silver
5037,Tymon,Ciochoń,M,2004-04-29,2022-04-14 16:18:13,Oświęcim,Standard
5038,Róża,Opioła,K,1980-05-11,2022-03-23 19:24:48,Kołobrzeg,Standard
5039,Hubert,Rajman,M,1980-12-26,2022-10-07 23:37:29,Krotoszyn,Silver
5040,Igor,Grotek,M,1962-04-12,2023-10-23 13:57:20,Bielsk Podlaski,Standard
5041,Leon,Martyka,M,1960-11-21,2022-12-27 03:00:42,Rybnik,Standard
5042,Bianka,Sibiga,K,1981-07-01,2022-03-05 09:33:19,Starachowice,Silver
5043,Miłosz,Fiołka,M,1979-08-26,2023-12-13 07:25:18,Dąbrowa Górnicza,Standard
5044,Jakub,Świerkot,M,1975-05-05,2023-08-31 01:11:56,Zambrów,Standard
5045,Mieszko,Kęsek,M,1974-12-23,2023-08-23 00:42:42,Czechowice-Dziedzice,Silver
5046,Sonia,Cholewka,K,1991-05-24,2022-11-06 00:42:28,Nowa Ruda,Silver
5047,Janina,Bartel,K,1991-01-04,2023-07-10 04:50:39,Skierniewice,Standard
5048,Julianna,Gasz,K,1982-01-25,2023-07-12 09:31:57,Grodzisk Mazowiecki,Standard
5049,Tymon,Kurnik,M,1974-04-30,2023-09-16 18:55:40,Głogów,Standard
5050,Julita,Ciuba,K,1975-03-30,2023-10-01 08:06:19,Dzierżoniów,Silver
5051,Ewelina,Małys,K,1968-06-28,2023-04-28 17:12:27,Bolesławiec,Silver
5052,Andrzej,Szulist,M,1986-12-19,2023-04-28 19:48:51,Lubartów,VIP
5053,Bruno,Buksa,M,1969-09-26,2023-02-19 21:48:12,Ostróda,Standard
5054,Mateusz,Tatarek,M,1958-12-13,2022-03-10 05:10:48,Swarzędz,Silver
5055,Anna Maria,Pieszak,K,2006-08-31,2022-10-27 08:50:44,Chełm,Silver
5056,Robert,Hampel,M,1985-05-01,2022-10-22 11:14:36,Włocławek,Standard
5057,Natasza,Poleszak,K,1959-03-14,2023-06-25 04:21:21,Zielona Góra,VIP
5058,Maks,Ferdyn,M,1997-02-19,2023-04-01 13:26:48,Katowice,VIP
5059,Aurelia,Łudzik,K,1992-11-16,2023-03-20 15:34:36,Wołomin,Silver
5060,Aleksander,Łudzik,M,1968-08-20,2022-06-23 12:31:12,Jawor,Silver
5061,Anita,Szczerbiak,K,1965-10-09,2022-06-15 04:20:02,Sosnowiec,Standard
5062,Bartek,Durlej,M,2005-07-23,2022-09-13 20:24:27,Suwałki,Silver
5063,Jędrzej,Zaczyk,M,1949-11-21,2023-12-07 18:41:44,Gniezno,Silver
5064,Kacper,Kusztal,M,1998-08-21,2022-02-10 16:14:00,Jasło,Standard
5065,Mikołaj,Bugno,M,1988-05-29,2022-12-19 08:19:10,Brzeg,Silver
5066,Błażej,Tadla,M,1954-01-20,2023-09-24 07:43:51,Świdnica,Standard
5067,Kalina,Luks,K,1999-02-19,2023-06-02 22:27:54,Czerwionka-Leszczyny,Standard
5068,Rozalia,Myszor,K,1967-03-13,2022-08-12 17:30:04,Piła,Silver
5069,Mateusz,Szymocha,M,1966-09-04,2023-12-22 23:38:28,Bielawa,Silver
5070,Błażej,Świt,M,1959-11-15,2022-05-22 10:16:29,Kwidzyn,Silver
5071,Konstanty,Bryda,M,1956-05-07,2023-10-09 01:25:18,Stargard Szczeciński,Gold
5072,Inga,Rompa,K,1988-02-11,2022-08-02 00:37:01,Oświęcim,Standard
5073,Alan,Bartman,M,1999-06-05,2022-12-16 15:21:39,Wołomin,Standard
5074,Kornelia,Pielka,K,1963-07-25,2022-01-09 22:06:01,Giżycko,Standard
5075,Albert,Juroszek,M,1956-03-10,2023-11-04 19:44:48,Brzeg,Standard
5076,Gabriel,Ścibisz,M,1987-11-08,2022-09-05 06:01:18,Wałbrzych,Standard
5077,Ryszard,Samol,M,1951-12-29,2022-11-29 19:55:08,Łódź,Silver
5078,Michał,Frania,M,1946-08-06,2022-02-19 06:38:04,Sanok,Standard
5079,Filip,Pich,M,1954-04-01,2023-04-19 23:39:28,Żagań,Standard
5080,Nataniel,Przybycień,M,1945-05-04,2022-08-03 01:25:38,Jelenia Góra,Standard
5081,Anita,Czopik,K,1984-10-14,2022-01-31 12:12:51,Myszków,Standard
5082,Jeremi,Andryszczyk,M,1978-06-11,2023-07-11 00:14:22,Ostrów Mazowiecka,Standard
5083,Kalina,Skubała,K,1959-02-21,2022-06-17 23:45:17,Nowy Sącz,Standard
5084,Albert,Stranc,M,1993-10-29,2023-01-24 06:00:16,Bielsk Podlaski,Standard
5085,Sylwia,Wita,K,1953-12-12,2022-04-04 20:46:16,Jasło,Standard
5086,Maksymilian,Matusewicz,M,1954-01-13,2022-09-30 23:36:35,Kętrzyn,VIP
5087,Sara,Ulrych,K,1978-02-19,2023-01-13 05:22:27,Jaworzno,Standard
5088,Ernest,Broś,M,1999-01-02,2022-06-10 22:20:40,Dzierżoniów,Silver
5089,Maciej,Pacholik,M,1985-06-26,2022-01-03 23:38:27,Czechowice-Dziedzice,Standard
5090,Albert,Kałek,M,1959-06-20,2022-03-23 15:18:54,Żary,Silver
5091,Kaja,Furgał,K,1946-09-05,2023-02-27 18:52:25,Koło,Standard
5092,Eliza,Joniak,K,1967-07-06,2023-06-16 01:23:26,Brzeg,VIP
5093,Michał,Grupa,M,2004-10-14,2023-12-02 15:46:54,Cieszyn,Standard
5094,Olgierd,Glapiak,M,2007-01-04,2022-02-26 02:58:19,Łomża,VIP
5095,Konrad,Zawalich,M,1954-07-24,2022-11-17 07:54:44,Tychy,Silver
5096,Aleks,Spólnik,M,1998-01-04,2023-04-06 01:10:09,Sopot,Gold
5097,Albert,Hulbój,M,1984-01-03,2022-02-13 22:04:26,Czeladź,Standard
5098,Maurycy,Obuchowicz,M,1993-04-04,2022-01-05 16:01:56,Giżycko,Gold
5099,Urszula,Miechowicz,K,2005-04-28,2023-06-03 18:22:03,Białystok,Standard
5100,Sonia,Czapiga,K,1981-09-15,2022-10-02 05:21:13,Suwałki,Standard
5101,Eryk,Korbut,M,1957-06-22,2022-07-10 23:37:41,Bochnia,Standard
5102,Maksymilian,Ziarek,M,1989-12-31,2022-05-16 04:57:07,Pszczyna,Standard
5103,Maksymilian,Rakus,M,1949-05-15,2022-03-17 14:21:51,Świdnik,Gold
5104,Adrianna,Druszcz,K,1965-04-23,2022-12-13 10:54:44,Kielce,Standard
5105,Borys,Żuchowicz,M,2000-03-22,2023-09-17 13:01:32,Oświęcim,Silver
5106,Alex,Moczko,M,1995-02-16,2023-03-27 18:47:07,Nowy Sącz,Standard
5107,Justyna,Dzika,K,1999-08-15,2022-04-19 00:39:05,Koło,Standard
5108,Dominik,Kohut,M,2007-01-21,2023-09-26 07:59:08,Gorlice,Silver
5109,Liwia,Grzejszczak,K,1945-03-12,2022-03-26 05:58:16,Augustów,Standard
5110,Aniela,Hołysz,K,1953-05-19,2022-06-07 16:10:05,Zduńska Wola,VIP
5111,Radosław,Maligłówka,M,1994-05-26,2023-10-14 22:35:10,Kielce,Silver
5112,Ernest,Matyjasek,M,1990-12-22,2023-07-09 06:19:32,Białogard,Standard
5113,Oliwier,Zaguła,M,1996-04-06,2022-11-20 10:20:43,Augustów,Gold
5114,Mikołaj,Dziuda,M,1961-06-04,2023-08-21 13:36:05,Słupsk,Silver
5115,Apolonia,Cabała,K,2000-04-05,2023-08-29 06:24:30,Marki,Silver
5116,Tola,Tadla,K,1989-12-03,2023-01-08 15:24:09,Czechowice-Dziedzice,Standard
5117,Marika,Zyzik,K,2004-11-21,2023-01-09 05:31:35,Białystok,Standard
5118,Tomasz,Szumiec,M,1967-08-03,2022-11-04 23:31:03,Opole,Gold
5119,Aurelia,Kadela,K,1960-04-27,2023-11-13 10:46:52,Bochnia,Standard
5120,Roksana,Heleniak,K,1991-04-29,2022-07-30 01:44:44,Pruszków,Silver
5121,Jędrzej,Hyży,M,2003-10-25,2023-01-29 15:46:32,Police,Standard
5122,Wiktor,Korek,M,1962-09-29,2023-04-24 02:15:37,Tarnowskie Góry,Standard
5123,Witold,Dumin,M,1965-09-07,2023-07-04 06:41:59,Bełchatów,Standard
5124,Natasza,Kapera,K,2002-07-01,2022-08-04 18:13:03,Kutno,Standard
5125,Krystyna,Pindral,K,1968-06-21,2023-05-24 02:05:00,Oleśnica,Silver
5126,Mariusz,Myrcha,M,1969-11-22,2023-09-25 08:38:22,Gorlice,Silver
5127,Norbert,Wołoszczuk,M,1993-11-17,2022-07-08 14:58:37,Bochnia,VIP
5128,Tymoteusz,Biesek,M,1966-11-04,2023-09-09 02:51:09,Pruszcz Gdański,Standard
5129,Bianka,Sztuczka,K,1963-08-16,2023-03-08 18:56:41,Mława,Gold
5130,Anna Maria,Babiuch,K,1999-03-01,2022-04-27 08:06:17,Koło,Silver
5131,Julita,Olkowicz,K,1965-12-10,2022-07-26 03:23:57,Sanok,Standard
5132,Dawid,Downar,M,1950-06-20,2022-12-11 18:28:37,Przemyśl,Standard
5133,Marika,Kielczyk,K,1987-02-22,2023-06-18 21:40:15,Sopot,Silver
5134,Ewa,Sobków,K,2005-05-29,2022-12-24 10:50:27,Olkusz,Gold
5135,Agnieszka,Morys,K,1994-09-09,2023-09-03 21:20:43,Bielawa,Silver
5136,Grzegorz,Fijak,M,2001-06-06,2022-01-02 00:32:47,Lubliniec,VIP
5137,Nela,Szkoła,K,1976-07-11,2022-04-30 02:00:50,Bydgoszcz,Silver
5138,Gaja,Oleksak,K,1951-02-12,2023-01-09 12:27:49,Zambrów,Standard
5139,Tymoteusz,Andryszczyk,M,1997-01-05,2023-08-19 16:43:54,Pszczyna,Silver
5140,Przemysław,Wosiak,M,1962-06-24,2022-06-16 04:20:57,Białystok,Standard
5141,Nela,Buchalik,K,2005-04-28,2023-02-15 19:09:35,Sochaczew,Gold
5142,Rozalia,Cieciura,K,1996-05-04,2022-11-26 23:54:14,Kłodzko,Standard
5143,Alex,Wincenciak,M,2007-01-11,2022-01-09 16:36:06,Leszno,Silver
5144,Agnieszka,Berus,K,2003-04-27,2022-08-12 13:27:43,Ostrów Mazowiecka,Gold
5145,Bianka,Rajtar,K,1945-02-14,2023-02-19 21:51:30,Nowy Sącz,Standard
5146,Robert,Michalkiewicz,M,1981-09-20,2023-07-24 16:57:07,Mława,Silver
5147,Mateusz,Maślankiewicz,M,1948-07-28,2022-04-11 08:24:12,Iława,Standard
5148,Arkadiusz,Gramza,M,1955-11-11,2023-03-24 04:37:41,Piaseczno,Standard
5149,Marianna,Stanclik,K,1956-03-19,2022-05-21 09:51:54,Suwałki,Silver
5150,Róża,Kazubek,K,1947-04-03,2023-04-05 05:30:35,Gorzów Wielkopolski,Standard
5151,Angelika,Kubaczyk,K,1968-08-03,2022-08-26 18:54:15,Kalisz,Silver
5152,Apolonia,Gabryszak,K,1955-10-04,2023-09-17 16:06:35,Wieluń,Silver
5153,Agnieszka,Juśkiewicz,K,1964-10-01,2023-07-29 16:23:51,Czeladź,Standard
5154,Łukasz,Mojsa,M,1959-08-07,2022-10-22 07:41:05,Bolesławiec,Silver
5155,Leonard,Cich,M,1956-08-10,2022-02-06 02:46:57,Ostróda,Silver
5156,Oskar,Kopała,M,1954-05-27,2023-07-24 15:54:58,Luboń,Standard
5157,Marcel,Wójs,M,1987-07-10,2022-07-14 01:09:41,Lubartów,Silver
5158,Julianna,Mandrysz,K,1967-04-26,2022-02-16 03:06:27,Starogard Gdański,Standard
5159,Andrzej,Samiec,M,1966-11-04,2023-06-05 13:25:05,Mysłowice,Silver
5160,Aniela,Mądrzak,K,2006-09-27,2022-08-23 13:53:04,Polkowice,Standard
5161,Kajetan,Ragus,M,1961-09-26,2022-11-16 05:51:48,Suwałki,Silver
5162,Gustaw,Klatka,M,1995-11-02,2022-10-31 07:17:17,Tarnowskie Góry,Gold
5163,Fabian,Śliż,M,1971-11-28,2023-06-28 07:32:06,Żyrardów,Silver
5164,Jędrzej,Bohdanowicz,M,2004-11-26,2022-09-12 20:05:24,Głogów,Gold
5165,Eliza,Soroko,K,1948-01-28,2022-06-25 13:09:57,Racibórz,Standard
5166,Emil,Smardz,M,1973-06-25,2023-12-13 05:28:22,Wyszków,Standard
5167,Sonia,Staśko,K,1944-10-24,2022-02-28 13:15:59,Żary,Gold
5168,Przemysław,Szram,M,1956-06-22,2022-08-08 03:24:01,Giżycko,Standard
5169,Iwo,Młyńczyk,M,1959-01-04,2022-05-30 15:44:48,Inowrocław,Gold
5170,Ernest,Gromala,M,1958-05-04,2023-05-21 23:41:03,Środa Wielkopolska,Gold
5171,Damian,Szałas,M,1982-04-04,2023-02-05 04:50:24,Jawor,Gold
5172,Kazimierz,Leszcz,M,1974-01-03,2023-03-14 09:51:33,Rumia,Silver
5173,Jerzy,Ciemięga,M,1991-07-01,2023-02-16 04:56:34,Wałcz,Gold
5174,Wojciech,Klekot,M,1970-04-21,2022-08-26 07:21:31,Świdnica,VIP
5175,Aniela,Koj,K,1996-07-15,2023-05-24 22:12:05,Żyrardów,Silver
5176,Paweł,Marko,M,1947-09-11,2022-02-08 04:42:38,Pruszcz Gdański,Gold
5177,Kaja,Rogula,K,1995-01-10,2023-10-08 16:19:22,Jawor,VIP
5178,Sylwia,Kolanek,K,1982-07-31,2023-08-16 02:33:59,Koszalin,Silver
5179,Sara,Kurc,K,1961-03-11,2022-08-23 21:59:37,Grudziądz,Standard
5180,Nicole,Budzich,K,1958-01-12,2022-10-14 19:37:01,Suwałki,Standard
5181,Nikodem,Żelazek,M,1963-01-31,2022-07-29 10:36:00,Łuków,Standard
5182,Justyna,Strug,K,1972-12-17,2023-07-10 11:07:23,Wieluń,Standard
5183,Kacper,Glazik,M,1968-01-25,2023-09-05 14:59:36,Wołomin,Silver
5184,Kajetan,Katana,M,1994-11-03,2023-03-31 02:36:50,Piastów,Silver
5185,Janina,Latek,K,1992-09-19,2023-03-06 00:03:41,Biłgoraj,Standard
5186,Mieszko,Zbrożek,M,1972-12-26,2022-11-23 15:22:37,Gniezno,Silver
5187,Ewelina,Truchel,K,2000-09-08,2023-04-04 11:43:10,Tychy,Standard
5188,Karina,Olas,K,1999-08-31,2022-03-25 10:09:19,Bolesławiec,Gold
5189,Dariusz,Zegar,M,2007-05-05,2022-05-04 22:58:18,Dąbrowa Górnicza,Silver
5190,Justyna,Mirgos,K,1971-04-20,2022-01-25 01:06:12,Zielona Góra,Gold
5191,Róża,Garncarek,K,1968-12-29,2023-01-06 04:11:40,Świdnik,Standard
5192,Nicole,Machniak,K,1960-02-17,2023-03-21 21:19:04,Sieradz,Standard
5193,Nela,Wijata,K,1968-11-23,2022-02-07 10:24:10,Bydgoszcz,Gold
5194,Piotr,Lepka,M,1965-01-11,2023-06-29 05:36:31,Szczytno,Silver
5195,Patryk,Margas,M,2002-09-01,2022-10-01 02:41:06,Katowice,Standard
5196,Ewa,Sochaj,K,1953-11-25,2022-09-01 05:18:31,Ostrów Mazowiecka,Gold
5197,Ida,Franas,K,1979-10-29,2022-09-04 21:40:51,Zakopane,Gold
5198,Nicole,Słupik,K,1998-09-20,2023-11-20 05:35:42,Włocławek,Standard
5199,Sandra,Kamyszek,K,1957-01-15,2022-01-01 02:13:30,Goleniów,Standard
5200,Piotr,Kargol,M,1973-05-06,2022-08-22 03:40:22,Sochaczew,Standard
5201,Bianka,Maras,K,1979-08-24,2023-05-09 20:09:09,Biłgoraj,Standard
5202,Tola,Domoń,K,1997-09-25,2022-03-31 05:44:06,Wrocław,Standard
5203,Lidia,Koćwin,K,2005-07-17,2023-10-11 17:08:03,Łomża,Silver
5204,Tomasz,Feret,M,1951-02-05,2022-05-04 19:12:17,Legnica,Gold
5205,Adam,Witaszek,M,1990-03-16,2022-07-06 01:35:11,Łaziska Górne,Silver
5206,Albert,Żmija,M,2001-11-22,2022-09-19 00:48:48,Pruszcz Gdański,Standard
5207,Mateusz,Skubis,M,1999-04-09,2022-06-08 10:30:09,Wieluń,Gold
5208,Radosław,Wacław,M,1949-03-05,2023-07-28 23:03:01,Ruda Śląska,Standard
5209,Inga,Drwięga,K,2001-05-20,2023-09-19 16:45:33,Czerwionka-Leszczyny,Standard
5210,Eliza,Hołota,K,1987-11-10,2022-06-09 05:47:04,Augustów,Standard
5211,Radosław,Giża,M,1961-11-30,2023-11-27 13:58:06,Suwałki,Gold
5212,Ignacy,Godyń,M,1974-11-20,2022-08-06 13:31:17,Piotrków Trybunalski,Standard
5213,Gustaw,Prostak,M,1962-02-03,2023-03-06 16:47:08,Malbork,Silver
5214,Natan,Hajduga,M,2004-02-01,2023-11-01 23:58:21,Legnica,Silver
5215,Malwina,Szczypiór,K,1977-06-20,2022-07-09 18:20:01,Lubliniec,Silver
5216,Justyna,Łusiak,K,1970-06-30,2023-03-26 08:31:33,Goleniów,VIP
5217,Anastazja,Matla,K,1968-10-03,2023-12-27 15:28:11,Kościan,VIP
5218,Albert,Trojanowicz,M,2002-10-30,2022-10-20 09:22:23,Słupsk,Standard
5219,Szymon,Jonak,M,2002-10-29,2022-05-19 21:42:53,Gniezno,Silver
5220,Michał,Stuglik,M,1992-01-07,2023-10-18 09:27:39,Skawina,Standard
5221,Adrian,Cyrulik,M,1966-09-12,2023-11-25 16:33:44,Żory,Standard
5222,Adrianna,Niedojadło,K,1965-05-02,2023-01-05 06:28:03,Lubliniec,Gold
5223,Elżbieta,Sładek,K,1990-06-05,2022-12-11 20:13:07,Bydgoszcz,Standard
5224,Franciszek,Chołody,M,1948-06-17,2023-09-12 07:07:35,Chełm,VIP
5225,Tadeusz,Matusewicz,M,1957-09-30,2023-12-04 10:44:11,Mysłowice,Standard
5226,Karol,Proch,M,2004-03-02,2022-03-14 17:31:17,Łaziska Górne,Standard
5227,Franciszek,Siekierka,M,1946-01-04,2023-08-24 21:07:26,Zduńska Wola,Standard
5228,Juliusz,Ogłaza,M,1953-04-15,2023-04-09 09:41:23,Bielsk Podlaski,Gold
5229,Sara,Tabiś,K,1973-05-16,2022-07-22 13:24:15,Nowy Sącz,Standard
5230,Sandra,Giel,K,1996-01-19,2023-09-19 03:13:03,Żyrardów,Silver
5231,Natasza,Leoniuk,K,1982-08-08,2022-02-05 09:56:27,Rybnik,Standard
5232,Mikołaj,Bartman,M,1989-12-24,2022-12-12 13:59:49,Grodzisk Mazowiecki,Silver
5233,Ida,Łapot,K,1949-05-25,2022-02-06 14:24:55,Augustów,Silver
5234,Emil,Kryk,M,1994-04-07,2022-12-27 07:52:09,Sochaczew,Standard
5235,Adrianna,Sypek,K,1981-06-13,2022-02-07 17:01:28,Marki,Silver
5236,Marcin,Siemion,M,1962-03-29,2023-12-24 10:37:58,Wejherowo,Silver
5237,Anastazja,Świt,K,1991-05-19,2023-01-09 22:44:41,Słupsk,Gold
5238,Eliza,Witoń,K,1973-02-07,2023-02-19 11:29:12,Czechowice-Dziedzice,Standard
5239,Róża,Koniecko,K,1988-01-26,2023-09-29 06:22:46,Siemianowice Śląskie,Standard
5240,Kamila,Herdzik,K,1993-11-03,2023-06-28 02:16:52,Lubartów,Silver
5241,Dawid,Zapaśnik,M,2001-05-28,2023-01-28 01:42:24,Gorlice,Standard
5242,Sandra,Baum,K,1954-07-29,2022-10-21 17:57:02,Ciechanów,Standard
5243,Miłosz,Bryndza,M,2000-12-13,2023-10-27 00:38:40,Ostróda,Silver
5244,Krystyna,Śliż,K,1982-12-31,2022-02-21 11:13:39,Rumia,Standard
5245,Mikołaj,Uziębło,M,1998-01-10,2022-10-13 14:11:00,Rybnik,Silver
5246,Monika,Barteczko,K,1982-07-26,2022-10-21 00:11:07,Piła,Silver
5247,Michał,Omiotek,M,1963-08-25,2023-11-27 22:57:16,Olkusz,Silver
5248,Kajetan,Bulak,M,1985-05-01,2022-07-22 21:20:18,Marki,Standard
5249,Olga,Duczek,K,1958-07-29,2022-05-04 02:49:11,Lublin,Standard
5250,Blanka,Bulanda,K,1951-10-01,2023-10-27 12:34:30,Gliwice,Standard
5251,Borys,Bejma,M,1951-10-08,2022-03-12 17:39:53,Augustów,Standard
5252,Mateusz,Wawrzonek,M,1957-10-02,2023-05-14 05:56:16,Leszno,Standard
5253,Nataniel,Zwara,M,1991-10-09,2022-12-13 03:16:42,Dzierżoniów,VIP
5254,Anna Maria,Liśkiewicz,K,1966-01-28,2022-12-18 09:41:00,Ostrołęka,VIP
5255,Anita,Wojewódka,K,1955-12-16,2022-09-25 12:39:54,Świdnica,Standard
5256,Przemysław,Golonko,M,1953-06-13,2023-02-27 03:43:52,Jelenia Góra,VIP
5257,Krzysztof,Podgórna,M,1976-06-23,2022-10-02 18:56:48,Nowy Dwór Mazowiecki,Silver
5258,Liwia,Hamrol,K,1977-07-14,2022-09-11 06:59:37,Kościerzyna,Standard
5259,Natan,Grzela,M,1952-06-24,2022-04-04 09:06:47,Malbork,VIP
5260,Apolonia,Hnat,K,1961-08-12,2022-08-25 04:57:27,Rumia,VIP
5261,Kornelia,Glapiak,K,1949-06-29,2022-04-14 09:44:31,Knurów,Standard
5262,Kamila,Gmurczyk,K,1964-05-11,2023-12-17 01:30:31,Chełm,Standard
5263,Emil,Łokietek,M,1992-07-26,2023-02-21 12:32:17,Chrzanów,Standard
5264,Inga,Reichel,K,1981-03-08,2023-08-10 13:53:25,Białystok,Standard
5265,Liwia,Jaśko,K,1986-12-07,2023-03-31 05:41:58,Kościerzyna,Standard
5266,Radosław,Kuk,M,1970-10-14,2023-09-27 00:52:55,Łomża,Standard
5267,Olga,Ceran,K,1946-10-11,2023-05-01 01:39:23,Kluczbork,Silver
5268,Marcelina,Wywiał,K,1953-08-11,2023-06-17 09:29:12,Wołomin,Standard
5269,Iwo,Tylek,M,1954-07-16,2022-07-07 08:36:28,Sosnowiec,Standard
5270,Sonia,Bluszcz,K,1967-10-16,2023-12-03 08:07:54,Piastów,Standard
5271,Konrad,Czerwionka,M,1949-12-01,2022-02-22 03:35:10,Lublin,Gold
5272,Sylwia,Hein,K,1947-05-26,2022-02-03 12:10:51,Tczew,Standard
5273,Dariusz,Bohdanowicz,M,1999-08-18,2023-03-26 08:40:59,Zabrze,Gold
5274,Jerzy,Chalimoniuk,M,1971-11-17,2023-02-05 10:46:20,Żywiec,Gold
5275,Błażej,Żołądź,M,1989-07-19,2023-07-07 03:45:59,Sopot,Standard
5276,Apolonia,Tadeusiak,K,1947-08-19,2023-04-26 20:52:18,Stargard Szczeciński,Silver
5277,Kalina,Słowiak,K,1991-08-07,2023-07-17 01:54:07,Gdańsk,Standard
5278,Liwia,Gajzler,K,1961-07-24,2023-01-13 07:26:46,Olkusz,Standard
5279,Nela,Bulanda,K,1955-01-08,2022-11-09 16:29:21,Skierniewice,Gold
5280,Monika,Łosiewicz,K,1972-12-21,2023-09-30 05:52:02,Rybnik,Silver
5281,Alan,Korbel,M,1982-04-24,2023-10-16 15:19:20,Bielsko-Biała,Standard
5282,Aleks,Musiolik,M,1952-09-04,2023-01-18 20:24:31,Krosno,Standard
5283,Ewa,Marat,K,1951-08-26,2022-11-23 00:01:30,Ząbki,Standard
5284,Maciej,Małycha,M,1957-06-07,2022-10-06 21:54:46,Bolesławiec,Standard
5285,Borys,Bartłomiejczyk,M,1991-09-20,2023-06-28 17:01:19,Mińsk Mazowiecki,Silver
5286,Norbert,Maculewicz,M,1961-05-07,2022-02-04 07:40:57,Bochnia,VIP
5287,Kamil,Budzeń,M,1967-03-29,2022-03-10 21:59:31,Świdnik,Standard
5288,Witold,Fularczyk,M,1957-08-09,2022-09-03 04:30:19,Swarzędz,Standard
5289,Jakub,Matura,M,1960-08-05,2023-06-04 03:40:51,Opole,Standard
5290,Karol,Baś,M,1997-03-18,2022-10-14 06:36:25,Ząbki,Standard
5291,Fabian,Guzdek,M,1956-03-02,2023-01-17 00:51:48,Słupsk,Silver
5292,Mikołaj,Wilkos,M,1971-02-08,2022-04-30 14:53:08,Bydgoszcz,Silver
5293,Marcelina,Woroch,K,2007-08-12,2022-12-27 01:54:33,Krosno,Standard
5294,Monika,Warych,K,2004-04-25,2023-06-16 04:27:03,Żary,Silver
5295,Kajetan,Śliz,M,1981-04-24,2023-07-27 06:11:20,Nowy Targ,Gold
5296,Aniela,Ambrozik,K,1957-09-24,2022-04-20 14:42:11,Czerwionka-Leszczyny,Silver
5297,Elżbieta,Sromek,K,1959-05-25,2023-08-31 13:12:16,Środa Wielkopolska,Gold
5298,Oskar,Wiese,M,1950-10-31,2023-07-18 20:51:42,Ełk,Standard
5299,Ryszard,Drobnik,M,1971-06-19,2022-04-04 16:28:40,Racibórz,Silver
5300,Ignacy,Szoka,M,1951-10-28,2022-07-17 21:42:59,Skierniewice,Standard
5301,Marek,Białczyk,M,1964-10-24,2022-03-31 19:59:42,Ostrów Mazowiecka,Standard
5302,Mieszko,Styn,M,1969-05-12,2022-05-25 20:15:12,Konin,Standard
5303,Eryk,Matejuk,M,1993-05-31,2023-11-08 07:26:40,Wejherowo,Standard
5304,Tymoteusz,Paściak,M,1985-01-22,2022-09-18 03:40:58,Świecie,Standard
5305,Adrian,Smutek,M,1986-06-13,2023-01-08 08:20:56,Racibórz,Standard
5306,Monika,Kornek,K,1948-11-02,2022-04-27 13:51:50,Łaziska Górne,Standard
