Id_gracza;Imie;Nazwisko
5533;Maks;Salwin
5534;Monika;Melaniuk
5535;Kalina;Tolak
5536;Kamila;Męcik
5537;Emil;Tyma
5538;Tymoteusz;Zera
5539;Adam;Oleksa
5540;Arkadiusz;Łusiak
5541;Karol;Sałuda
5542;Kalina;Dolega
5543;Eliza;Pikor
5544;Kajetan;Gogola
5545;Antoni;Gasz
5546;Daniel;Kajak
5547;Filip;Podpora
5548;Elżbieta;Kniaź
5549;Marika;Wdowczyk
5550;Patryk;Buczma
5551;Gustaw;Sprawka
5552;Paweł;Steckiewicz
5553;Sylwia;Borysiak
5554;Ada;Wiese
5555;Klara;Podkowa
5556;Nicole;Wawrzyk
5557;Sonia;Roszkiewicz
5558;Justyna;Samul
5559;Aurelia;Smal
5560;Bartek;Chwalisz
5561;Krystian;Pierchała
5562;Roksana;Sado
5563;Julita;Bieszke
5564;Norbert;Wawrzynkiewicz
5565;Maciej;Kuziora
5566;Arkadiusz;Merda
5567;Ryszard;Bajko
5568;Jędrzej;Strycharz
5569;Klara;Waraksa
5570;Krystian;Bastek
5571;Cyprian;Cierpisz
5572;Albert;Jakubiuk
5573;Marianna;Kukuczka
5574;Tomasz;Kostro
5575;Igor;Ciepłuch
5576;Kazimierz;Pleśniak
5577;Agnieszka;Klęk
5578;Hubert;Bełz
5579;Julian;Mikusek
5580;Aurelia;Rembisz
5581;Aniela;Kurbiel
5582;Klara;Breguła
5583;Mariusz;Buchalik
5584;Andrzej;Doroszuk
5585;Aurelia;Kościelak
5586;Anna Maria;Kukawka
5587;Franciszek;Dłubak
5588;Julianna;Bzymek
5589;Róża;Labocha
5590;Alan;Tereszkiewicz
5591;Sylwia;Giersz
5592;Dagmara;Bobryk
5593;Ada;Drop
5594;Bartek;Kłoczko
5595;Klara;Oleksak
5596;Anita;Siewert
5597;Tymoteusz;Janasz
5598;Filip;Młynarz
5599;Kamila;Lepka
5600;Gabriel;Skocz
5601;Mikołaj;Szulczyk
5602;Paweł;Durlak
5603;Marika;Kupś
5604;Jeremi;Iwanow
5605;Anastazja;Fijoł
5606;Eryk;Kolendo
5607;Wiktor;Karsznia
5608;Sylwia;Durlak
5609;Bruno;Wykręt
5610;Adrianna;Święs
5611;Stefan;Sidorczuk
5612;Natan;Małota
5613;Marika;Sip
5614;Borys;Fedyk
5615;Lidia;Rychel
5616;Agnieszka;Ziemkiewicz
5617;Cezary;Job
5618;Ewa;Kawiak
5619;Natasza;Łokietek
5620;Aniela;Szałas
5621;Łukasz;Stryjek
5622;Dariusz;Szpyt
5623;Nikodem;Kopyść
5624;Dawid;Kulisz
5625;Dawid;Worach
5626;Igor;Gierasimiuk
5627;Ewelina;Urynowicz
5628;Bianka;Szajner
5629;Sara;Pazera
5630;Tadeusz;Jaśkowiec
5631;Inga;Aleksiejuk
5632;Sara;Dyś
5633;Miłosz;Naczk
5634;Adrian;Prostak
5635;Emil;Krzykała
5636;Krystyna;Grygo
5637;Anastazja;Leszkiewicz
5638;Sylwia;Kucab
5639;Anna Maria;Kara
5640;Aurelia;Budych
5641;Kajetan;Leonowicz
5642;Agnieszka;Korab
5643;Oskar;Czenczek
5644;Hubert;Dej
5645;Adam;Kujda
5646;Marianna;Ptok
5647;Fryderyk;Rosołek
5648;Kornel;Kaczmar
5649;Marek;Chaberek
5650;Tola;Bujko
5651;Anita;Holeksa
5652;Kamil;Kala
5653;Błażej;Malecha
5654;Juliusz;Więckiewicz
5655;Elżbieta;Tokarek
5656;Kornelia;Blaut
5657;Konrad;Glazer
5658;Nikodem;Dolega
5659;Aniela;Sołtysek
5660;Tola;Bugla
5661;Eryk;Kurbiel
5662;Dariusz;Cłapa
5663;Ryszard;Żuchowicz
5664;Agnieszka;Kwapisiewicz
5665;Ida;Łabno
5666;Malwina;Koczy
5667;Łukasz;Zacharek
5668;Sandra;Pawełko
5669;Nataniel;Szczerek
5670;Janina;Grzenia
5671;Gabriel;Lorens
5672;Grzegorz;Preuss
5673;Kaja;Saczuk
5674;Anna Maria;Sadlak
5675;Łukasz;Budrewicz
5676;Bianka;Gumieniak
5677;Olgierd;Felisiak
5678;Ignacy;Brzeźniak
5679;Olgierd;Hasiak
5680;Kornelia;Ciak
5681;Michał;Ruszczak
5682;Dominik;Dobroń
5683;Szymon;Kontny
5684;Grzegorz;Krzysztofek
5685;Klara;Kielich
5686;Leonard;Gęsiarz
5687;Anastazja;Jagieło
5688;Tobiasz;Kuśmider
5689;Janina;Wacławiak
5690;Agnieszka;Aleksander
5691;Radosław;Janoszek
5692;Maks;Warych
5693;Wojciech;Milcarz
5694;Olgierd;Kulma
5695;Maksymilian;Ruchała
5696;Elżbieta;Szczypek
5697;Ryszard;Wlazły
5698;Damian;Koleśnik
5699;Kornelia;Lubera
5700;Rozalia;Fogt
5701;Malwina;Knapek
5702;Ida;Dulemba
5703;Ernest;Szlęk
5704;Tymoteusz;Babij
5705;Damian;Dzienisz
5706;Ida;Okraska
5707;Blanka;Misiurek
5708;Kornelia;Pyszczek
5709;Marcin;Znojek
5710;Ada;Boguś
5711;Michał;Kupidura
5712;Nataniel;Gregorowicz
5713;Hubert;Sajewicz
5714;Gustaw;Babiuch
5715;Dominik;Szmaj
5716;Arkadiusz;Skowyra
5717;Kornelia;Leszczyk
5718;Alex;Gogacz
5719;Rozalia;Trybus
5720;Olgierd;Kaczan
5721;Olga;Macha
5722;Julianna;Kiepura
5723;Iwo;Dworniczak
5724;Julianna;Mrozowicz
5725;Elżbieta;Swacha
5726;Urszula;Łaciak
5727;Olga;Ślebioda
5728;Ryszard;Rozumek
5729;Dawid;Kus
5730;Natasza;Szkoda
5731;Marcel;Wyrostek
5732;Ksawery;Dąbrowicz
5733;Klara;Mironiuk
5734;Sylwia;Mila
5735;Olgierd;Nalewajek
5736;Mieszko;Pielach
5737;Ada;Walo
5738;Stanisław;Samol
5739;Roksana;Madziar
5740;Lidia;Suchenek
5741;Emil;Dreszer
5742;Emil;Kościukiewicz
5743;Bruno;Glegoła
5744;Kacper;Surdel
5745;Elżbieta;Jakubaszek
5746;Nicole;Wojsław
5747;Stanisław;Stempniak
5748;Marcelina;Gałach
5749;Kornelia;Kolanek
5750;Dagmara;Niedośpiał
5751;Marika;Czak
5752;Łukasz;Strzyż
5753;Jędrzej;Bodych
5754;Andrzej;Bondyra
5755;Leonard;Ropiak
5756;Kalina;Soliwoda
5757;Jan;Ćwirko
5758;Alan;Szyma
5759;Klara;Gaudyn
5760;Kornelia;Mądrzak
5761;Tola;Bek
5762;Leon;Organiściak
5763;Anastazja;Nagel
5764;Damian;Bogdał
5765;Sonia;Kryza
5766;Urszula;Imiołczyk
5767;Maciej;Porzucek
5768;Kaja;Kazimierczyk
5769;Jeremi;Stypuła
5770;Michał;Lejk
5771;Monika;Grubba
5772;Sonia;Zgoła
5773;Kazimierz;Bernatowicz
5774;Konrad;Pizoń
5775;Dawid;Czupryn
5776;Konrad;Kucz
5777;Przemysław;Szemraj
5778;Roksana;Hapka
5779;Anita;Drobny
5780;Iwo;Żuchowicz
5781;Adrian;Wojsa
5782;Agnieszka;Smoter
5783;Aurelia;Andreasik
5784;Jerzy;Dułak
5785;Olga;Pawliczek
5786;Jan;Wiese
5787;Nataniel;Słowiak
5788;Anna Maria;Dawidczyk
5789;Ada;Kunka
5790;Błażej;Jędra
5791;Aleks;Kapałka
5792;Stefan;Jarczak
5793;Kazimierz;Dzienniak
5794;Juliusz;Dziełak
5795;Konrad;Jędrak
5796;Tadeusz;Satora
5797;Sonia;Zugaj
5798;Przemysław;Figat
5799;Aurelia;Moniuszko
5800;Sylwia;Huber
5801;Mikołaj;Kosak
5802;Dariusz;Graboń
5803;Monika;Mila
5804;Piotr;Bruzda
5805;Apolonia;Gawłowicz
5806;Damian;Łupina
5807;Gustaw;Jośko
5808;Adrian;Grzelczyk
5809;Emil;Ciuła
5810;Róża;Słoboda
5811;Kaja;Malecha
5812;Olga;Łaś
5813;Nataniel;Klaja
5814;Adrianna;Boguta
5815;Bruno;Karpiak
5816;Alan;Nawój
5817;Marcin;Szymańczyk
5818;Kajetan;Grzenia
5819;Sonia;Dylik
5820;Agnieszka;Kaziród
5821;Grzegorz;Janoszka
5822;Kazimierz;Lichoń
5823;Marianna;Bekus
5824;Tymon;Fulara
5825;Nicole;Orzeszek
5826;Tymon;Skierka
5827;Juliusz;Pędzik
5828;Lidia;Barcz
5829;Bartek;Deptuch
5830;Kornelia;Jakubaszek
5831;Błażej;Cich
5832;Lidia;Kopała
5833;Sonia;Fit
5834;Krzysztof;Prejs
5835;Róża;Palonek
5836;Marika;Konrad
5837;Karina;Anioła
5838;Nela;Toś
5839;Klara;Dyś
5840;Emil;Ślęczka
5841;Mariusz;Pinda
5842;Sonia;Wardzała
5843;Jacek;Wojniak
5844;Sandra;Damian
5845;Wojciech;Ułanowicz
5846;Inga;Górnisiewicz
5847;Robert;Kurzydło
5848;Jeremi;Tatarczyk
5849;Sylwia;Czulak
5850;Olga;Pachla
5851;Bruno;Sroga
5852;Janina;Kurc
5853;Rafał;Obst
5854;Bianka;Linek
5855;Juliusz;Zielke
5856;Adrian;Mol
5857;Igor;Dzierwa
5858;Cezary;Wyroba
5859;Maciej;Kij
5860;Monika;Warwas
5861;Krystyna;Karwala
5862;Iwo;Kuzior
5863;Róża;Cyman
5864;Sonia;Kazberuk
5865;Damian;Pezda
5866;Józef;Kunc
5867;Nataniel;Superson
5868;Maurycy;Kołtuniak
5869;Ada;Żero
5870;Fryderyk;Pazera
5871;Bianka;Sztuba
5872;Rafał;Basa
5873;Damian;Syldatk
5874;Leonard;Kustosz
5875;Maksymilian;Zacharczuk
5876;Jan;Prokopczyk
5877;Bartek;Jarmuła
5878;Tymon;Kaluga
5879;Kamil;Zacharczuk
5880;Anna Maria;Wrześniak
5881;Marika;Hass
5882;Albert;Duszczyk
5883;Sylwia;Pitura
5884;Szymon;Idec
5885;Kornel;Kycia
5886;Patryk;Linke
5887;Tymon;Łukowicz
5888;Sonia;Sajda
5889;Jerzy;Abramczuk
5890;Anastazja;Kwinta
5891;Alex;Sereda
5892;Nela;Knych
5893;Ryszard;Kulma
5894;Kajetan;Bidas
5895;Błażej;Głuszko
5896;Marianna;Kempka
5897;Tola;Woronko
5898;Krystyna;Maraszek
5899;Agnieszka;Molka
5900;Urszula;Rompa
5901;Monika;Sosnówka
5902;Ida;Woronko
5903;Mieszko;Drygała
5904;Melania;Świętoń
5905;Roksana;Stein
5906;Adam;Goliasz
5907;Nicole;Pietrus
5908;Bartek;Barankiewicz
5909;Piotr;Kałwa
5910;Gabriel;Pela
5911;Kamil;Milcarz
5912;Sara;Stanclik
5913;Mateusz;Pachołek
5914;Borys;Hamrol
5915;Cezary;Piwowarek
5916;Karina;Wosiek
5917;Marcin;Kuszyk
5918;Adrian;Klaus
5919;Sebastian;Kacperczyk
5920;Urszula;Rogal
5921;Aniela;Kalista
5922;Eliza;Mosur
5923;Agnieszka;Andziak
5924;Julianna;Stachewicz
5925;Tymoteusz;Kolek
5926;Leonard;Pacia
5927;Nicole;Pindor
5928;Kamil;Piaścik
5929;Julianna;Machul
5930;Sonia;Hasiak
5931;Kajetan;Roch
5932;Jakub;Puc
5933;Klara;Piestrzeniewicz
5934;Nataniel;Nawrotek
5935;Cezary;Droś
5936;Liwia;Gniewek
5937;Alex;Buksa
5938;Marcin;Kacperek
5939;Sylwia;Gołoś
5940;Anna Maria;Wichary
5941;Nela;Lipok
5942;Justyna;Pośnik
5943;Marcel;Swaczyna
5944;Marika;Domka
5945;Marcelina;Głuszko
5946;Kalina;Rogula
5947;Ewelina;Seidel
5948;Leon;Pasierbek
5949;Stanisław;Pacholczak
5950;Sandra;Kasper
5951;Leon;Stempniak
5952;Klara;Czubaj
5953;Kamila;Kurczak
5954;Ewelina;Roś
5955;Tola;Kuska
5956;Stefan;Podleśna
5957;Tomasz;Pochroń
5958;Sandra;Świątkiewicz
5959;Aleksander;Posmyk
5960;Jan;Prawdzik
5961;Krystyna;Dolega
5962;Olga;Kadela
5963;Kalina;Kosałka
5964;Sandra;Folta
5965;Błażej;Melcer
5966;Julita;Chmielak
5967;Malwina;Kubasiak
5968;Klara;Kurant
5969;Kaja;Knysak
5970;Arkadiusz;Kapciak
5971;Urszula;Księżak
5972;Julian;Kurzydło
5973;Andrzej;Barej
5974;Marika;Sowała
5975;Mateusz;Kołak
5976;Inga;Koj
5977;Sonia;Semik
5978;Julita;Mijas
5979;Marianna;Fiutak
5980;Antoni;Szatanik
5981;Olga;Galon
5982;Dagmara;Furgał
5983;Tola;Wojewódka
5984;Adam;Maruszczak
5985;Malwina;Żółkiewicz
5986;Malwina;Łuksza
5987;Tadeusz;Młodzik
5988;Kacper;Zys
5989;Kazimierz;Sieczko
5990;Kalina;Franczuk
5991;Dorota;Wawrzyńczyk
5992;Natasza;Bartkowicz
5993;Bartek;Jędrasiak
5994;Anastazja;Halama
5995;Aleks;Michalczak
5996;Tadeusz;Czerkies
5997;Damian;Ładniak
5998;Tomasz;Szałkiewicz
5999;Marek;Horbacz
6000;Jan;Podsiadła
6001;Melania;Matyka
6002;Stanisław;Jasnoch
6003;Urszula;Poleszak
6004;Aurelia;Lempart
6005;Paweł;Chwała
6006;Blanka;Fac
6007;Olaf;Dywan
6008;Blanka;Potyrała
6009;Nicole;Ankiewicz
6010;Eryk;Lalak
6011;Urszula;Maksimowicz
6012;Michał;Szałata
6013;Robert;Kossak
6014;Marek;Labudda
6015;Nikodem;Karwala
6016;Witold;Świć
6017;Klara;Janic
6018;Mieszko;Frydrychowicz
6019;Dagmara;Jaśko
6020;Piotr;Sidorczuk
6021;Damian;Zys
6022;Sara;Zasępa
6023;Blanka;Westfal
6024;Jan;Ruszczak
6025;Krystian;Fidura
6026;Róża;Joszko
6027;Angelika;Rubin
6028;Jan;Krzyk
6029;Maciej;Gruchot
6030;Ernest;Krzyśko
6031;Bianka;Wywiał
6032;Jerzy;Wołkowicz
6033;Emil;Przekop
6034;Emil;Pacura
6035;Przemysław;Kryszczuk
6036;Karol;Makurat
6037;Konrad;Romaniak
6038;Gabriel;Szywała
6039;Róża;Borkowicz
6040;Mateusz;Chylak
6041;Mieszko;Wygoda
6042;Gustaw;Misiuk
6043;Aurelia;Maciejczuk
6044;Andrzej;Łosiewicz
6045;Hubert;Kozłowicz
6046;Monika;Teterycz
6047;Nicole;Kołodziejak
6048;Natan;Siwczak
6049;Andrzej;Klinkosz
6050;Aurelia;Bałdys
6051;Marianna;Szpara
6052;Rafał;Obuchowicz
6053;Liwia;Trzpil
6054;Łukasz;Ziemak
6055;Sonia;Muskała
6056;Łukasz;Czulak
6057;Daniel;Mikłaszewicz
6058;Iwo;Litwa
6059;Kalina;Dyja
6060;Angelika;Kociemba
6061;Igor;Sterna
6062;Kacper;Kozaczuk
6063;Jeremi;Wilusz
6064;Aurelia;Madzia
6065;Sonia;Lubera
6066;Emil;Basista
6067;Robert;Szałas
6068;Wojciech;Opalach
6069;Wiktor;Błasik
6070;Sandra;Szczubełek
6071;Aurelia;Wojciech
6072;Kornelia;Lisoń
6073;Nela;Moskalik
6074;Anna Maria;Wydrych
6075;Ada;Matejczuk
6076;Róża;Nyc
6077;Aniela;Dumała
6078;Karina;Kołton
6079;Nikodem;Pęciak
6080;Miłosz;Dąbrówka
6081;Gaja;Panasewicz
6082;Leon;Czupryn
6083;Karina;Piersa
6084;Robert;Prokurat
6085;Dawid;Lademann
6086;Marianna;Świętoń
6087;Sara;Godyń
6088;Natasza;Murat
6089;Eryk;Bojarczuk
6090;Kaja;Dudziec
6091;Andrzej;Szykuła
6092;Krystyna;Banak
6093;Angelika;Klęk
6094;Fryderyk;Prostak
6095;Eliza;Miąsik
6096;Aurelia;Pawela
6097;Nicole;Szok
6098;Sandra;Fita
6099;Ida;Łukowicz
6100;Kornelia;Bekus
6101;Piotr;Pieszak
6102;Tola;Wasil
6103;Ryszard;Gietka
6104;Błażej;Pyszczek
6105;Miłosz;Kłosowicz
6106;Artur;Wołodźko
6107;Patryk;Rzeszutko
6108;Tola;Łęgowik
6109;Jeremi;Łyczek
6110;Anita;Panasewicz
6111;Mieszko;Hajda
6112;Anna Maria;Makosz
6113;Ada;Sołtan
6114;Julita;Fras
6115;Anna Maria;Klatka
6116;Maksymilian;Leks
6117;Liwia;Krzystek
6118;Piotr;Pachołek
6119;Eliza;Wowra
6120;Nicole;Hamerla
6121;Rafał;Grzech
6122;Sylwia;Damek
6123;Marcelina;Pasztaleniec
6124;Borys;Bors
6125;Elżbieta;Kroczak
6126;Ida;Dziarmaga
6127;Ewa;Florian
6128;Tobiasz;Pazoła
6129;Angelika;Waniek
6130;Anastazja;Friedrich
6131;Marianna;Dumin
6132;Leon;Tonder
6133;Cyprian;Sady
6134;Witold;Niećko
6135;Krystian;Gumieniak
6136;Anita;Wyłupek
6137;Apolonia;Malcharek
6138;Krystyna;Wyrwał
6139;Justyna;Pompa
6140;Kaja;Dynia
6141;Aleks;Franik
6142;Jerzy;Miśkowiec
6143;Janina;Denkiewicz
6144;Inga;Kazubek
6145;Cyprian;Kozień
6146;Nikodem;Szczubełek
6147;Oliwier;Szram
6148;Tymon;Gortat
6149;Róża;Klaja
6150;Wojciech;Salawa
6151;Dawid;Sieradzan
6152;Gaja;Gabryszak
6153;Malwina;Witan
6154;Krystyna;Przewoźniak
6155;Jan;Banyś
6156;Krystian;Engler
6157;Sara;Korkosz
6158;Kaja;Miśko
6159;Olaf;Pokusa
6160;Maciej;Ludwiniak
6161;Marika;Przekwas
6162;Sylwia;Uliasz
6163;Patryk;Proch
6164;Róża;Dietrich
6165;Marianna;Motak
6166;Antoni;Sudnik
6167;Apolonia;Dębosz
6168;Marcelina;Romaniak
6169;Damian;Czuryło
6170;Kamila;Golan
6171;Monika;Ciepluch
6172;Maksymilian;Seidel
6173;Apolonia;Smalec
6174;Sylwia;Rabiej
6175;Anita;Winnik
6176;Melania;Łyp
6177;Maksymilian;Pyś
6178;Natasza;Fit
6179;Julianna;Karwala
6180;Jeremi;Dziurla
6181;Malwina;Lejk
6182;Mariusz;Juras
6183;Anna Maria;Moczko
6184;Ewa;Szpyt
6185;Lidia;Królczyk
6186;Fryderyk;Wałdoch
6187;Natasza;Jaśkowiec
6188;Marianna;Morcinek
6189;Marcelina;Linda
6190;Olgierd;Marcol
6191;Olga;Kalota
6192;Melania;Bobik
6193;Dorota;Maślach
6194;Konrad;Chomik
6195;Patryk;Pazera
6196;Roksana;Stranc
6197;Natasza;Pilipczuk
6198;Aleksander;Martyn
6199;Monika;Kozubal
6200;Ernest;Majorczyk
6201;Antoni;Klupś
6202;Sara;Baka
6203;Miłosz;Brachman
6204;Malwina;Kutera
6205;Iwo;Szykuła
6206;Cezary;Łobacz
6207;Gaja;Rogal
6208;Alex;Troka
6209;Blanka;Niklewicz
6210;Kaja;Wojtanowicz
6211;Dorota;Migoń
6212;Aleksander;Mały
6213;Wojciech;Sakwa
6214;Julianna;Karkocha
6215;Nela;Block
6216;Eliza;Dyczko
6217;Elżbieta;Protasiuk
6218;Inga;Kasica
6219;Kornel;Smutek
6220;Józef;Lepak
6221;Anna Maria;Radzewicz
6222;Dagmara;Chmara
6223;Miłosz;Dzika
6224;Jeremi;Marko
6225;Maciej;Gabryszak
6226;Kalina;Flisiak
6227;Justyna;Staś
6228;Sara;Gołek
6229;Ewa;Wojtiuk
6230;Bartek;Karyś
6231;Blanka;Janisz
6232;Błażej;Błażejak
6233;Angelika;Dworczak
6234;Julianna;Czuj
6235;Sonia;Wesoła
6236;Grzegorz;Czylok
6237;Fryderyk;Bruś
6238;Natasza;Skalik
6239;Przemysław;Czerniec
6240;Ida;Klupś
6241;Karol;Zacharewicz
6242;Maksymilian;Wawrzynowicz
6243;Tomasz;Araszkiewicz
6244;Apolonia;Budrewicz
6245;Marianna;Halama
6246;Dagmara;Piszcz
6247;Aurelia;Smela
6248;Norbert;Wesoła
6249;Tymon;Jachimczak
6250;Artur;Srokosz
6251;Dorota;Kulis
6252;Sebastian;Bitner
6253;Anastazja;Patora
6254;Adam;Bociek
6255;Adam;Loska
6256;Józef;Roter
6257;Leonard;Domian
6258;Marcel;Halik
6259;Dagmara;Nowrot
6260;Aniela;Czajor
6261;Sonia;Gomuła
6262;Jędrzej;Kloska
6263;Róża;Borysiuk
6264;Krystyna;Żuberek
6265;Ernest;Tlałka
6266;Dorota;Wincenciak
6267;Daniel;Prygiel
6268;Angelika;Kowala
6269;Mateusz;Chlipała
6270;Agnieszka;Czerepak
6271;Ida;Iskierka
6272;Kamil;Szyba
6273;Konrad;Merda
6274;Karol;Wziątek
6275;Kazimierz;Grochowina
6276;Rozalia;Kózka
6277;Juliusz;Tonder
6278;Marcin;Tabak
6279;Olga;Hanke
6280;Jakub;Cieciura
6281;Janina;Klimko
6282;Hubert;Gęgotek
6283;Malwina;Dzikiewicz
6284;Borys;Brudny
6285;Dagmara;Krzeszowiec
6286;Elżbieta;Uryga
6287;Marcelina;Brojek
6288;Oskar;Marko
6289;Natan;Wajer
6290;Rafał;Sykała
6291;Wiktor;Skubis
6292;Kaja;Szymaniuk
6293;Dominik;Nicewicz
6294;Alan;Koziarz
6295;Urszula;Kaja
6296;Michał;Wiertel
6297;Tymon;Szkoda
6298;Gaja;Rolak
6299;Mariusz;Koloch
6300;Łukasz;Przewoźna
6301;Aniela;Jagiełka
6302;Dariusz;Olas
6303;Mieszko;Bejm
6304;Ada;Słoń
6305;Ignacy;Stwora
6306;Roksana;Wołkowicz
6307;Błażej;Kajak
6308;Anastazja;Mućko
6309;Maks;Dering
6310;Eliza;Pacholik
6311;Jakub;Komuda
6312;Tola;Jankowicz
6313;Inga;Parda
6314;Kornelia;Krzystek
6315;Agnieszka;Bacia
6316;Łukasz;Kobza
6317;Dominik;Elwart
6318;Gaja;Rajtar
6319;Róża;Szczubełek
6320;Maks;Kiepas
6321;Wiktor;Ruszczak
6322;Lidia;Pawełkiewicz
6323;Mateusz;Roj
6324;Alex;Cyrulik
6325;Eryk;Koniec
6326;Anastazja;Miętus
6327;Patryk;Burzawa
6328;Alan;Namysło
6329;Urszula;Kusa
6330;Tomasz;Komperda
6331;Agnieszka;Siciarz
6332;Tymoteusz;Klemczak
6333;Eliza;Szarzec
6334;Kaja;Bródka
6335;Anita;Ostręga
6336;Tola;Tabak
6337;Leon;Stanaszek
6338;Blanka;Żach
6339;Nikodem;Flaga
6340;Elżbieta;Kusio
6341;Tomasz;Wojtera
6342;Kamila;Myszor
6343;Kaja;Potyrała
6344;Maks;Szymała
6345;Grzegorz;Gryga
6346;Urszula;Kołak
6347;Marcel;Kuk
6348;Ada;Pacholik
6349;Tymoteusz;Burzawa
6350;Stanisław;Denkiewicz
6351;Radosław;Cis
6352;Grzegorz;Szulist
6353;Dominik;Langiewicz
6354;Blanka;Częścik
6355;Klara;Bączkiewicz
6356;Mariusz;Jaroszuk
6357;Iwo;Błaszyk
6358;Lidia;Hanas
6359;Jakub;Usarek
6360;Cyprian;Widłak
6361;Dariusz;Drgas
6362;Nela;Majerczyk
6363;Justyna;Uroda
6364;Sandra;Pyrz
6365;Ksawery;Duszkiewicz
6366;Andrzej;Sopata
6367;Kalina;Broncel
6368;Malwina;Grygo
6369;Sylwia;Kijas
6370;Igor;Pyszka
6371;Melania;Foremniak
6372;Krystyna;Myk
6373;Robert;Prochownik
6374;Melania;Pyc
6375;Grzegorz;Żero
6376;Leonard;Przystupa
6377;Julian;Satora
6378;Daniel;Hanke
6379;Artur;Kniaź
6380;Łukasz;Grzelczyk
6381;Apolonia;Pryk
6382;Ignacy;Pyrkosz
6383;Liwia;Chochół
6384;Alan;Rębiś
6385;Jacek;Maszota
6386;Angelika;Janiga
6387;Nela;Zysk
6388;Dariusz;Kopyść
6389;Sara;Plewnia
6390;Konrad;Związek
6391;Nicole;Sykut
6392;Leonard;Reimann
6393;Nela;Boryczko
6394;Jeremi;Wawrzkiewicz
6395;Elżbieta;Frydel
6396;Eliza;Dylik
6397;Filip;Jędraszek
6398;Kaja;Stanclik
6399;Aurelia;Kupś
6400;Nela;Misior
6401;Ada;Pituła
6402;Ksawery;Dargacz
6403;Krystyna;Cichos
6404;Klara;Hartman
6405;Przemysław;Wałaszek
6406;Aleks;Waloch
6407;Marcel;Pawlaczek
6408;Dorota;Piechura
6409;Konrad;Golonko
6410;Aniela;Wochna
6411;Mikołaj;Łukasz
6412;Kornelia;Szkatuła
6413;Marcelina;Pik
6414;Maciej;Wasilewicz
6415;Krystyna;Karpik
6416;Antoni;Mućko
6417;Apolonia;Matyjasek
6418;Nikodem;Frącz
6419;Roksana;Mirończuk
6420;Mariusz;Juśkiewicz
6421;Konrad;Nowotny
6422;Kornelia;Niklewicz
6423;Ignacy;Szaj
6424;Anita;Popielarczyk
6425;Daniel;Kosznik
6426;Fabian;Deryło
6427;Kamil;Klus
6428;Robert;Mikus
6429;Sonia;Bany
6430;Dagmara;Komisarek
6431;Arkadiusz;Klimko
6432;Witold;Dziób
6433;Nikodem;Sołtan
6434;Tola;Radke
6435;Filip;Hyjek
6436;Malwina;Zyguła
6437;Nikodem;Pachowicz
6438;Liwia;Doktor
6439;Marianna;Szumny
6440;Antoni;Domińczak
6441;Roksana;Sieradzan
6442;Robert;Ulewicz
6443;Emil;Gryciuk
6444;Stanisław;Leśna
6445;Anita;Dytko
6446;Tola;Maksym
6447;Julianna;Wittbrodt
6448;Julianna;Żelazek
6449;Piotr;Keler
6450;Maciej;Gosik
6451;Bruno;Szmalec
6452;Sonia;Tomal
6453;Alan;Złotek
6454;Daniel;Noculak
6455;Arkadiusz;Wielgos
6456;Inga;Szałaj
6457;Marianna;Kocurek
6458;Jan;Niedźwiadek
6459;Łukasz;Ćwierz
6460;Kazimierz;Zgoła
6461;Aleksander;Rzeźniczek
6462;Aleksander;Pela
6463;Ewelina;Siemion
6464;Jerzy;Piskor
6465;Kamila;Juśkiewicz
6466;Ernest;Kozar
6467;Stanisław;Mućko
6468;Marek;Krzyżostaniak
6469;Gabriel;Danel
6470;Wiktor;Rzeszut
6471;Dominik;Straszak
6472;Klara;Windak
6473;Ksawery;Bruzda
6474;Maciej;Młyńczak
6475;Fabian;Uliczka
6476;Melania;Rozynek
6477;Justyna;Łachut
6478;Mateusz;Panuś
6479;Jacek;Niedbał
6480;Liwia;Pych
6481;Nikodem;Kwapisiewicz
6482;Mateusz;Zubel
6483;Roksana;Kapuścik
6484;Leon;Chuchla
6485;Natasza;Gogol
6486;Paweł;Proch
6487;Tymon;Szemraj
6488;Igor;Romankiewicz
6489;Kornelia;Macek
6490;Sylwia;Ligas
6491;Przemysław;Strzelczak
6492;Natasza;Białk
6493;Kalina;Dering
6494;Natasza;Jędrys
6495;Jan;Siebert
6496;Adam;Bałdys
6497;Kacper;Oleszczak
6498;Olga;Powała
6499;Mateusz;Twardy
6500;Marcin;Rzeźniczak
6501;Konstanty;Szóstak
6502;Mikołaj;Jakimiak
6503;Ada;Toczko
6504;Eryk;Pietrasz
6505;Ida;Graś
6506;Apolonia;Komander
6507;Bianka;Kłosiewicz
6508;Roksana;Zyga
6509;Cyprian;Widłak
6510;Apolonia;Smutek
6511;Inga;Kunc
6512;Andrzej;Okraska
6513;Natasza;Herda
6514;Cezary;Piotrak
6515;Sara;Roda
6516;Mieszko;Petryk
6517;Marcelina;Hojda
6518;Jeremi;Trybus
6519;Cyprian;Szarejko
6520;Agnieszka;Pietrusiewicz
6521;Blanka;Popielarczyk
6522;Aurelia;Paździora
6523;Aleks;Rykała
6524;Albert;Piksa
6525;Michał;Husak
6526;Blanka;Garczyk
6527;Dagmara;Pusz
6528;Tymoteusz;Szyguła
6529;Gaja;Barłóg
6530;Józef;Męcik
6531;Oskar;Fitrzyk
6532;Kalina;Makar
